rpm,throttle,egt,cht,oil_temp,egt_residual,cht_residual,label
3539.95,0.6073,837.17,387.06,197.19,-4.18,2.25,LUBRICATION_ISSUE
3828.31,0.7349,982.97,459.65,188.86,50.62,20.23,OVERHEATING
3351.23,0.5341,815.03,371.38,160.59,27.01,18.56,OVERHEATING
3643.72,0.655,902.37,423.17,182.85,27.17,18.05,OVERHEATING
2944.29,0.387,679.5,292.14,162.35,0.11,4.51,LUBRICATION_ISSUE
4184.61,0.8756,1037.39,502.84,218.07,2.79,2.08,LUBRICATION_ISSUE
4177.4,0.8692,1058.95,514.34,204.37,28.54,16.09,OVERHEATING
3443.6,0.5646,812.93,376.46,178.02,1.99,9.89,LUBRICATION_ISSUE
3192.0,0.482,751.07,329.68,150.24,2.25,0.39,NORMAL
3509.61,0.6026,840.77,390.86,195.75,3.74,8.64,LUBRICATION_ISSUE
3004.65,0.4011,690.61,296.43,155.56,-0.27,1.91,LUBRICATION_ISSUE
4352.94,0.9293,1112.21,545.76,205.38,37.01,20.64,OVERHEATING
2891.37,0.3543,657.84,275.31,131.43,0.72,1.04,NORMAL
3807.46,0.7214,922.84,431.75,185.18,-0.36,-2.17,NORMAL
3813.37,0.7175,952.53,454.18,186.49,31.39,21.5,OVERHEATING
3238.34,0.495,803.46,359.29,154.12,44.57,23.95,OVERHEATING
3988.11,0.786,1007.53,478.89,198.09,36.55,16.3,OVERHEATING
3923.23,0.7777,963.41,466.34,209.67,0.65,8.69,LUBRICATION_ISSUE
4208.03,0.8829,1044.91,509.03,229.28,4.78,4.95,LUBRICATION_ISSUE
3368.35,0.558,823.61,375.59,165.1,20.42,13.67,OVERHEATING
3194.44,0.4777,746.49,326.91,150.2,0.14,-0.9,NORMAL
3043.33,0.4239,705.25,305.9,165.6,-1.23,2.01,LUBRICATION_ISSUE
4142.95,0.8626,1027.4,496.63,202.53,2.68,1.8,NORMAL
3321.99,0.5339,811.82,376.61,159.94,25.39,24.75,OVERHEATING
3050.21,0.418,705.84,300.22,137.18,2.51,-1.78,NORMAL
3247.94,0.5114,808.78,358.57,156.4,39.56,17.04,OVERHEATING
3369.43,0.541,811.96,380.08,156.8,18.91,24.25,OVERHEATING
3202.25,0.5052,762.91,336.73,151.19,-0.3,-1.2,NORMAL
3167.85,0.4506,729.94,320.5,169.5,1.16,3.23,LUBRICATION_ISSUE
3131.66,0.4326,717.34,307.3,143.9,1.18,-2.39,NORMAL
3335.16,0.5352,787.96,354.16,157.93,0.06,1.42,NORMAL
3577.96,0.6392,902.81,411.2,176.36,40.37,13.73,OVERHEATING
3289.97,0.5052,810.65,354.94,160.06,43.03,14.37,OVERHEATING
3222.0,0.4848,749.12,329.93,150.42,-2.84,-1.25,NORMAL
2858.18,0.3368,644.52,269.76,130.72,-0.46,2.77,NORMAL
4003.2,0.8084,1012.88,501.6,199.34,27.7,30.5,OVERHEATING
3918.4,0.777,972.38,467.47,207.48,10.26,10.2,LUBRICATION_ISSUE
2915.83,0.3659,667.75,281.04,157.68,2.41,1.84,LUBRICATION_ISSUE
3889.57,0.7602,994.36,471.94,193.73,43.75,21.57,OVERHEATING
4309.77,0.9127,1089.8,536.77,201.9,26.71,18.92,OVERHEATING
3993.13,0.7971,974.0,464.63,195.13,-3.94,-2.13,NORMAL
3380.03,0.5578,801.07,363.58,160.14,-2.59,1.39,NORMAL
3308.11,0.5328,807.96,368.52,159.45,22.85,17.45,OVERHEATING
3030.66,0.3816,678.57,286.59,136.23,-1.93,-1.71,NORMAL
3230.83,0.5022,765.85,347.57,181.09,3.01,9.87,LUBRICATION_ISSUE
4043.84,0.8492,1011.02,496.44,224.42,-0.67,9.42,LUBRICATION_ISSUE
3463.43,0.5906,857.55,401.77,169.75,30.04,25.27,OVERHEATING
3622.81,0.6387,864.51,405.44,189.53,0.18,6.84,LUBRICATION_ISSUE
3178.48,0.4579,735.35,330.57,170.74,1.7,10.38,LUBRICATION_ISSUE
3778.83,0.7221,949.8,455.42,186.33,27.59,22.09,OVERHEATING
3033.24,0.4068,698.83,293.02,139.69,3.1,-4.42,NORMAL
3713.28,0.6581,920.24,424.72,178.88,39.73,16.41,OVERHEATING
4128.72,0.8585,1024.55,501.99,219.88,3.0,9.06,LUBRICATION_ISSUE
3687.21,0.7055,910.48,421.87,181.2,2.8,-2.73,NORMAL
3264.69,0.5079,770.5,344.57,174.69,2.51,3.78,LUBRICATION_ISSUE
3149.08,0.4598,733.6,324.05,170.03,0.26,4.04,LUBRICATION_ISSUE
3393.03,0.5602,808.95,369.27,183.18,3.17,5.8,LUBRICATION_ISSUE
3676.77,0.6773,891.64,424.24,198.52,1.45,10.12,LUBRICATION_ISSUE
3356.78,0.5427,832.68,378.09,164.02,39.22,22.02,OVERHEATING
4198.59,0.859,1064.71,518.54,201.91,39.4,23.36,OVERHEATING
2884.49,0.3651,662.52,289.64,160.54,-0.78,11.66,LUBRICATION_ISSUE
3652.34,0.6837,893.09,419.33,179.51,0.24,3.62,NORMAL
3149.36,0.4627,763.26,349.59,152.3,28.19,28.55,OVERHEATING
3320.23,0.551,829.31,380.94,164.44,32.7,22.98,OVERHEATING
3946.11,0.7817,965.68,467.55,222.04,-0.62,7.77,LUBRICATION_ISSUE
2835.9,0.3406,645.54,267.27,128.11,-0.59,-0.41,NORMAL
3732.85,0.6871,939.88,433.93,183.03,40.96,14.57,OVERHEATING
3066.4,0.433,717.95,314.24,167.67,4.81,6.36,LUBRICATION_ISSUE
4143.1,0.8727,1034.99,502.56,224.96,4.2,4.09,LUBRICATION_ISSUE
3701.57,0.702,957.46,449.75,183.29,51.18,25.99,OVERHEATING
4360.56,0.9404,1109.83,555.29,200.54,27.59,25.94,OVERHEATING
4251.87,0.901,1051.14,512.33,201.15,-2.07,0.41,NORMAL
3446.23,0.5896,828.18,382.85,192.26,2.11,7.21,LUBRICATION_ISSUE
3280.14,0.5341,785.98,348.47,153.66,1.52,-2.21,NORMAL
3145.52,0.4438,722.17,313.31,146.44,-1.39,-0.82,NORMAL
3918.66,0.7549,983.18,465.68,194.24,34.32,16.37,OVERHEATING
3879.12,0.7793,960.19,455.17,188.89,-1.33,-1.75,NORMAL
3009.55,0.4076,700.52,305.53,159.39,5.48,8.5,LUBRICATION_ISSUE
4174.85,0.8599,1022.24,497.23,199.79,-2.44,2.43,NORMAL
3577.89,0.6133,877.82,413.6,172.52,30.92,25.46,OVERHEATING
3321.44,0.5184,811.65,373.57,156.62,34.52,27.29,OVERHEATING
4028.08,0.8047,983.6,470.09,198.49,-0.61,-0.44,NORMAL
4270.32,0.89,1045.57,520.43,218.97,-1.94,11.93,LUBRICATION_ISSUE
3895.81,0.747,940.32,442.67,186.77,-2.7,-3.15,NORMAL
3660.52,0.6584,911.92,427.96,177.02,33.86,21.13,OVERHEATING
3417.03,0.5743,844.43,395.21,166.19,28.99,25.94,OVERHEATING
3163.45,0.4745,784.62,341.68,151.77,41.76,15.97,OVERHEATING
3425.92,0.5956,837.46,375.44,166.33,8.81,-1.74,NORMAL
4173.95,0.863,1027.5,496.67,198.01,1.02,0.78,NORMAL
3973.03,0.7729,961.33,466.07,222.18,-1.06,8.64,LUBRICATION_ISSUE
3903.37,0.7509,999.61,472.02,192.79,53.9,24.59,OVERHEATING
3550.46,0.607,879.54,405.19,169.53,37.81,20.15,OVERHEATING
3734.35,0.6832,898.63,426.5,202.82,1.97,8.5,LUBRICATION_ISSUE
4218.28,0.9078,1096.86,535.14,203.29,41.26,21.79,OVERHEATING
4401.97,0.9321,1080.49,527.42,197.61,1.13,-0.2,NORMAL
4194.75,0.8894,1078.45,526.7,201.53,35.1,20.69,OVERHEATING
3715.69,0.697,901.98,421.98,180.81,-2.01,-0.41,NORMAL
3727.95,0.6899,942.57,437.96,186.33,42.24,17.76,OVERHEATING
3658.38,0.6775,889.37,423.48,201.25,-0.02,9.85,LUBRICATION_ISSUE
3269.48,0.4998,799.81,363.74,155.04,36.45,25.72,OVERHEATING
3050.96,0.4327,760.02,328.86,147.53,47.83,21.54,OVERHEATING
4084.64,0.8593,1019.77,500.99,225.03,-0.07,9.09,LUBRICATION_ISSUE
3263.79,0.4972,763.71,334.93,151.88,2.2,-1.97,NORMAL
3491.89,0.6149,847.66,389.43,168.34,4.1,3.29,NORMAL
3187.68,0.4894,794.37,350.42,151.8,41.32,18.59,OVERHEATING
3421.72,0.597,827.73,376.03,165.8,-1.54,-1.53,NORMAL
3858.91,0.7496,944.0,445.77,190.12,1.32,0.16,NORMAL
3153.82,0.4652,740.66,327.7,169.27,3.86,5.61,LUBRICATION_ISSUE
3161.22,0.4522,735.67,314.47,143.06,6.27,-3.17,NORMAL
3456.13,0.5686,817.8,368.04,161.77,3.86,-0.33,NORMAL
3896.69,0.7421,942.04,443.72,188.24,1.95,-0.33,NORMAL
3268.84,0.4972,792.59,360.71,153.01,30.84,23.66,OVERHEATING
3285.59,0.5009,800.25,363.75,154.49,35.43,24.85,OVERHEATING
4045.25,0.808,988.57,471.3,198.54,1.54,-0.92,NORMAL
3273.18,0.5091,811.9,357.82,153.35,42.77,16.35,OVERHEATING
2961.12,0.379,674.06,297.05,159.98,-1.41,11.76,LUBRICATION_ISSUE
3555.18,0.6378,860.27,402.27,194.55,-0.14,6.03,LUBRICATION_ISSUE
2893.39,0.3624,664.39,287.52,146.58,2.27,10.26,LUBRICATION_ISSUE
3801.44,0.7225,947.18,450.49,189.41,23.61,16.35,OVERHEATING
2784.07,0.3125,630.56,254.57,126.45,3.89,-1.44,NORMAL
3282.0,0.5102,772.57,353.89,173.62,2.35,11.76,LUBRICATION_ISSUE
3198.37,0.477,743.18,328.49,146.67,-2.94,0.82,NORMAL
3433.92,0.5833,859.99,387.8,169.26,38.32,14.8,OVERHEATING
3762.6,0.7058,914.15,436.03,204.52,2.55,9.07,LUBRICATION_ISSUE
4032.9,0.8227,996.54,479.72,195.73,1.27,2.56,NORMAL
3631.88,0.6621,915.94,436.96,179.74,37.06,29.63,OVERHEATING
3829.56,0.7367,962.7,463.04,190.53,29.19,22.94,OVERHEATING
3585.59,0.636,863.99,407.26,192.88,3.09,10.72,LUBRICATION_ISSUE
2811.75,0.324,642.36,260.6,127.45,7.39,-0.38,NORMAL
3587.62,0.6083,845.29,394.42,193.02,0.94,7.81,LUBRICATION_ISSUE
3282.58,0.5173,775.21,345.05,154.39,0.73,0.36,NORMAL
3308.32,0.5306,783.37,352.19,157.07,-0.41,1.92,NORMAL
3908.51,0.7504,950.48,448.24,191.47,4.81,0.84,NORMAL
4204.56,0.8865,1041.47,511.17,219.82,-0.67,5.89,LUBRICATION_ISSUE
3157.74,0.4576,736.13,325.43,163.32,3.65,5.95,LUBRICATION_ISSUE
2974.76,0.3781,673.39,281.05,135.51,-2.23,-4.32,NORMAL
3632.66,0.6394,862.14,408.19,206.77,-3.14,9.02,LUBRICATION_ISSUE
3383.65,0.5635,805.34,364.57,161.57,-1.91,0.22,NORMAL
4102.9,0.8452,1013.79,484.66,200.33,1.5,-2.71,NORMAL
3431.2,0.556,808.05,374.7,182.18,2.91,11.61,LUBRICATION_ISSUE
3587.88,0.6181,848.36,394.79,202.26,-1.91,4.63,LUBRICATION_ISSUE
2709.46,0.3021,620.52,248.93,127.18,3.79,-1.1,NORMAL
3171.37,0.4761,741.21,325.03,147.82,-3.02,-1.52,NORMAL
4060.1,0.834,1050.82,506.52,202.59,47.42,24.48,OVERHEATING
3909.81,0.7775,1004.54,481.48,196.49,42.55,24.29,OVERHEATING
2790.02,0.3061,620.36,256.46,123.99,-2.78,2.58,NORMAL
4005.58,0.8103,989.56,470.65,200.03,3.12,-1.21,NORMAL
3525.51,0.603,835.33,378.8,168.83,-2.76,-4.05,NORMAL
3335.84,0.531,789.76,348.34,155.42,4.36,-2.9,NORMAL
4177.75,0.8831,1044.49,508.29,218.88,5.76,5.05,LUBRICATION_ISSUE
4207.55,0.8584,1025.43,496.82,198.81,0.0,1.56,NORMAL
3592.92,0.6435,867.6,405.28,194.09,1.84,5.82,LUBRICATION_ISSUE
3878.09,0.7397,972.38,467.35,193.16,34.63,24.69,OVERHEATING
3851.96,0.7202,917.22,435.01,184.45,-7.48,0.19,NORMAL
4304.65,0.9478,1111.08,548.26,203.96,27.18,17.91,OVERHEATING
2931.26,0.3627,668.54,288.68,154.09,4.37,10.18,LUBRICATION_ISSUE
3583.08,0.6427,896.74,424.94,175.06,31.99,26.09,OVERHEATING
3822.53,0.7252,928.13,443.02,208.27,1.88,7.27,LUBRICATION_ISSUE
4363.9,0.919,1071.25,519.6,200.19,1.67,-2.15,NORMAL
3783.87,0.7144,920.85,431.43,182.6,3.01,0.72,NORMAL
3722.08,0.6938,902.21,422.23,180.88,-0.19,0.79,NORMAL
2823.4,0.3322,635.51,265.8,126.85,-5.01,1.49,NORMAL
3636.55,0.6478,872.12,415.87,194.62,1.61,13.57,LUBRICATION_ISSUE
3211.2,0.4748,744.6,329.46,150.04,-0.81,2.21,NORMAL
4118.67,0.8472,1019.33,496.72,225.83,5.08,8.17,LUBRICATION_ISSUE
4154.92,0.8626,1026.18,496.23,200.97,0.86,1.04,NORMAL
3021.18,0.4082,693.4,306.05,168.92,-2.6,8.45,LUBRICATION_ISSUE
3045.28,0.4321,708.11,316.44,165.9,-3.43,9.51,LUBRICATION_ISSUE
3127.85,0.4481,729.36,328.23,165.53,4.13,13.09,LUBRICATION_ISSUE
3328.96,0.5216,800.68,376.11,158.16,21.25,28.46,OVERHEATING
4368.16,0.9398,1127.85,544.61,205.74,45.59,15.26,OVERHEATING
3939.86,0.7633,990.49,480.15,193.58,35.53,27.17,OVERHEATING
3986.02,0.7883,971.76,465.81,196.19,-0.5,2.45,NORMAL
3033.22,0.427,712.1,308.1,163.67,4.22,3.38,LUBRICATION_ISSUE
4211.91,0.8687,1031.51,507.1,221.58,-0.33,7.99,LUBRICATION_ISSUE
3827.26,0.7399,985.4,466.25,188.68,50.09,25.06,OVERHEATING
3323.54,0.5172,774.11,352.44,184.65,-2.4,6.53,LUBRICATION_ISSUE
3029.86,0.4241,708.06,300.52,142.12,2.1,-3.05,NORMAL
3026.95,0.4063,694.86,298.69,137.16,-0.26,1.61,NORMAL
3697.97,0.6767,919.59,437.57,180.62,28.68,23.03,OVERHEATING
4031.2,0.8117,993.9,477.99,227.09,5.34,4.85,LUBRICATION_ISSUE
4332.13,0.9302,1077.39,522.83,197.63,2.65,-2.02,NORMAL
3229.16,0.4818,783.08,353.85,157.5,32.52,23.52,OVERHEATING
2908.38,0.3576,655.88,276.36,132.86,-4.1,0.38,NORMAL
3188.94,0.4795,747.62,329.94,148.13,0.47,1.65,NORMAL
4265.54,0.9416,1124.68,552.89,203.33,46.46,25.96,OVERHEATING
2931.05,0.3829,672.16,287.64,138.13,-4.15,1.85,NORMAL
2977.47,0.3769,682.49,290.77,164.93,7.5,5.78,LUBRICATION_ISSUE
3785.64,0.7186,920.23,433.24,182.93,-0.21,0.97,NORMAL
4236.69,0.8847,1036.04,506.07,201.16,-6.63,0.47,NORMAL
3842.9,0.7444,934.53,449.87,203.86,-4.26,6.59,LUBRICATION_ISSUE
3017.15,0.425,711.02,309.3,165.5,5.17,5.78,LUBRICATION_ISSUE
3650.76,0.6466,915.25,421.72,179.29,44.74,19.41,OVERHEATING
3354.61,0.5408,796.44,365.56,184.28,4.23,10.23,LUBRICATION_ISSUE
3024.17,0.4074,700.3,301.35,170.95,4.68,3.98,LUBRICATION_ISSUE
4086.84,0.8155,1025.67,495.86,201.93,32.02,19.66,OVERHEATING
3643.76,0.6872,892.1,417.85,178.59,-2.39,1.15,NORMAL
3566.71,0.6358,892.59,422.92,176.49,32.77,27.03,OVERHEATING
3144.06,0.4749,767.48,353.42,153.01,25.32,28.12,OVERHEATING
3777.95,0.6963,911.21,429.58,210.2,4.56,5.59,LUBRICATION_ISSUE
3807.98,0.7249,919.61,444.12,217.76,-5.7,8.93,LUBRICATION_ISSUE
3439.63,0.5812,823.24,376.87,187.62,2.51,4.44,LUBRICATION_ISSUE
3590.54,0.6473,914.48,418.36,175.14,46.54,17.6,OVERHEATING
4253.51,0.8989,1057.67,518.01,217.61,5.63,6.79,LUBRICATION_ISSUE
3521.34,0.611,844.29,384.98,168.5,1.6,-0.63,NORMAL
4067.55,0.826,1024.49,496.05,198.55,25.53,16.67,OVERHEATING
3067.48,0.4212,710.11,309.89,160.3,4.0,6.22,LUBRICATION_ISSUE
3660.01,0.6711,883.13,410.17,176.32,-2.51,-1.22,NORMAL
4214.2,0.8656,1055.78,512.59,204.03,25.72,14.55,OVERHEATING
3379.6,0.5564,804.47,360.2,158.7,1.64,-1.5,NORMAL
3129.92,0.44,761.61,336.41,144.28,41.13,24.13,OVERHEATING
4314.76,0.9483,1122.46,548.33,205.49,37.71,17.48,OVERHEATING
3776.38,0.6924,905.85,430.18,201.9,1.61,7.63,LUBRICATION_ISSUE
3611.39,0.6238,856.18,393.0,171.15,1.31,0.08,NORMAL
3048.09,0.4037,696.37,306.69,167.67,1.76,9.92,LUBRICATION_ISSUE
3737.62,0.6926,903.79,432.73,197.46,1.37,11.28,LUBRICATION_ISSUE
3272.83,0.4949,765.62,334.39,154.23,5.02,-1.97,NORMAL
4057.15,0.8171,996.49,482.15,226.15,3.38,6.28,LUBRICATION_ISSUE
3794.27,0.6879,902.99,426.74,201.41,0.51,5.26,LUBRICATION_ISSUE
3819.13,0.7427,944.34,444.67,207.99,7.78,2.73,LUBRICATION_ISSUE
2855.96,0.3776,677.25,285.45,161.89,7.92,3.85,LUBRICATION_ISSUE
3138.37,0.47,736.87,332.05,171.66,-2.07,8.68,LUBRICATION_ISSUE
3420.94,0.5619,805.51,364.98,161.63,-2.7,0.06,NORMAL
4167.75,0.877,1033.63,501.58,199.15,-0.96,0.83,NORMAL
3412.9,0.5589,851.76,385.99,162.57,45.78,22.41,OVERHEATING
3381.54,0.5743,859.84,385.32,163.88,46.18,17.13,OVERHEATING
3399.21,0.537,790.77,355.2,156.71,-1.39,-0.09,NORMAL
3761.13,0.7056,906.09,426.69,181.03,-5.33,-0.16,NORMAL
3236.08,0.5065,768.31,348.02,179.47,2.6,8.6,LUBRICATION_ISSUE
3374.29,0.546,824.48,376.24,159.49,28.16,18.45,OVERHEATING
3728.41,0.6924,902.4,421.5,179.15,0.56,0.39,NORMAL
3235.79,0.4746,745.19,335.28,172.33,-1.36,7.35,LUBRICATION_ISSUE
2888.99,0.3836,677.91,291.23,148.53,3.29,6.45,LUBRICATION_ISSUE
3342.34,0.5291,782.52,366.35,176.25,-2.05,15.61,LUBRICATION_ISSUE
4145.55,0.8587,1019.78,495.24,231.15,-2.69,1.76,LUBRICATION_ISSUE
3419.66,0.5792,815.78,367.4,184.43,-2.7,-3.69,LUBRICATION_ISSUE
3510.16,0.6172,875.82,402.22,174.16,29.97,14.7,OVERHEATING
3097.19,0.4284,744.33,325.53,146.13,32.4,18.37,OVERHEATING
2920.4,0.3682,663.47,283.17,134.7,-3.48,3.01,NORMAL
3376.05,0.5574,799.72,361.55,163.75,-3.52,-0.4,NORMAL
3873.58,0.7576,949.3,454.24,216.47,1.07,5.29,LUBRICATION_ISSUE
3010.18,0.4165,702.65,300.47,142.7,2.23,0.22,NORMAL
3113.54,0.4474,762.94,341.53,145.9,38.8,27.05,OVERHEATING
4302.63,0.9347,1073.27,528.64,200.05,-2.68,3.07,NORMAL
3743.16,0.7011,905.43,426.84,181.59,-2.39,2.15,NORMAL
4158.04,0.8577,1072.0,512.77,204.7,49.47,19.25,OVERHEATING
3537.31,0.6009,838.49,390.03,187.96,1.06,7.58,LUBRICATION_ISSUE
3344.73,0.5407,799.92,365.45,184.91,8.29,10.47,LUBRICATION_ISSUE
3629.17,0.6752,888.76,413.65,179.24,2.2,1.71,NORMAL
4331.4,0.9293,1073.48,525.91,201.08,-0.69,1.42,NORMAL
4269.93,0.9228,1102.05,540.49,199.69,34.89,20.19,OVERHEATING
3060.57,0.4494,725.25,311.81,145.14,2.59,-1.78,NORMAL
3164.52,0.4692,738.88,325.41,148.45,-0.84,1.58,NORMAL
3781.37,0.7084,923.39,435.59,213.98,9.3,7.14,LUBRICATION_ISSUE
3267.07,0.5037,766.14,341.04,152.91,0.58,1.7,NORMAL
3763.78,0.7148,941.82,446.1,187.95,24.77,15.87,OVERHEATING
2847.64,0.3511,652.18,275.41,131.57,-0.84,3.6,NORMAL
4092.27,0.8413,1009.85,482.1,200.61,0.43,-3.55,NORMAL
3461.26,0.5963,851.76,391.96,170.76,20.92,13.46,OVERHEATING
4071.82,0.823,1001.78,487.01,231.21,4.37,8.57,LUBRICATION_ISSUE
3857.9,0.7493,939.79,448.38,188.52,-2.69,2.89,NORMAL
4061.6,0.8138,994.55,482.34,215.59,3.22,7.54,LUBRICATION_ISSUE
3278.98,0.5056,814.84,356.15,154.02,47.53,15.76,OVERHEATING
3601.96,0.6169,884.26,412.23,173.13,34.03,22.1,OVERHEATING
3984.31,0.7997,981.16,474.83,222.78,2.14,7.41,LUBRICATION_ISSUE
3863.59,0.7577,971.78,469.35,191.26,24.0,20.68,OVERHEATING
3217.39,0.4839,756.79,338.46,180.26,5.58,7.73,LUBRICATION_ISSUE
4192.74,0.8629,1025.99,493.01,202.03,-1.41,-3.43,NORMAL
3149.66,0.4811,746.04,336.79,177.44,-0.11,9.1,LUBRICATION_ISSUE
4110.58,0.826,1001.62,487.66,226.24,0.5,6.99,LUBRICATION_ISSUE
2681.64,0.3045,617.83,249.29,122.92,1.04,-0.79,NORMAL
4352.06,0.9158,1111.06,538.35,203.99,43.99,18.11,OVERHEATING
3563.09,0.6254,890.58,411.46,173.24,37.18,19.42,OVERHEATING
3634.71,0.6492,914.87,431.21,177.38,43.6,28.45,OVERHEATING
3720.17,0.6713,893.37,415.9,192.47,4.58,2.62,LUBRICATION_ISSUE
4176.89,0.8739,1078.95,522.54,202.44,45.79,22.64,OVERHEATING
3405.07,0.5723,813.74,369.48,160.28,0.11,1.3,NORMAL
3634.53,0.6701,884.68,417.84,198.16,0.89,7.57,LUBRICATION_ISSUE
2980.11,0.4108,691.95,300.16,138.58,-3.54,2.87,NORMAL
4267.5,0.9188,1098.7,537.81,198.19,34.07,19.03,OVERHEATING
3732.85,0.6682,886.63,412.71,177.78,-0.91,0.19,NORMAL
3397.78,0.5672,810.75,372.9,188.37,0.56,6.79,LUBRICATION_ISSUE
3476.12,0.5896,828.97,378.65,165.81,1.41,2.11,NORMAL
4074.72,0.8248,993.93,483.46,215.99,-4.7,4.28,LUBRICATION_ISSUE
3636.09,0.6593,904.83,433.95,178.89,27.48,27.54,OVERHEATING
3860.85,0.7353,934.4,449.42,219.34,0.19,8.89,LUBRICATION_ISSUE
4089.82,0.8466,1017.29,497.64,224.77,4.81,10.15,LUBRICATION_ISSUE
3573.69,0.6455,867.52,410.28,193.22,1.52,10.67,LUBRICATION_ISSUE
4278.79,0.8997,1058.13,518.51,231.64,4.37,6.26,LUBRICATION_ISSUE
3375.69,0.5448,816.04,373.19,160.49,20.34,15.77,OVERHEATING
3144.62,0.4516,730.87,326.14,168.19,2.66,9.22,LUBRICATION_ISSUE
3978.08,0.7923,970.53,462.63,196.1,-3.73,-1.92,NORMAL
4121.39,0.8399,1006.55,491.9,228.64,-3.43,5.91,LUBRICATION_ISSUE
4393.39,0.93,1078.92,525.75,202.79,1.22,-0.86,NORMAL
4088.31,0.8186,995.57,486.78,219.46,-0.01,9.44,LUBRICATION_ISSUE
3917.24,0.7681,997.49,468.98,190.84,40.75,14.94,OVERHEATING
2948.5,0.3866,680.36,288.94,136.75,0.95,1.3,NORMAL
3697.5,0.6812,924.28,434.43,182.18,30.68,18.27,OVERHEATING
4179.73,0.872,1035.04,511.29,224.24,2.85,11.98,LUBRICATION_ISSUE
3727.6,0.6838,900.89,428.04,197.55,4.25,10.05,LUBRICATION_ISSUE
4093.01,0.8355,1004.08,482.14,200.51,-1.84,-1.42,NORMAL
4282.39,0.9085,1060.98,515.34,199.91,1.75,-0.2,NORMAL
4063.01,0.8244,1024.89,499.7,202.83,27.08,21.02,OVERHEATING
3266.77,0.4954,761.22,342.24,168.69,0.65,5.89,LUBRICATION_ISSUE
3750.48,0.6933,899.68,419.53,181.14,-3.83,-2.58,NORMAL
4063.12,0.8141,1032.81,499.79,198.26,41.21,24.83,OVERHEATING
3440.57,0.5618,812.51,363.87,161.22,3.43,-1.58,NORMAL
4296.76,0.8988,1054.63,517.86,225.76,0.49,5.37,LUBRICATION_ISSUE
3693.65,0.6861,927.1,433.31,183.67,30.76,15.51,OVERHEATING
4207.84,0.8677,1033.01,498.32,198.16,2.02,-0.28,NORMAL
3899.81,0.7592,948.58,451.71,190.69,-1.94,1.4,NORMAL
3783.09,0.7001,914.92,432.23,205.66,5.71,6.7,LUBRICATION_ISSUE
3337.22,0.5323,793.23,358.24,183.32,7.01,6.51,LUBRICATION_ISSUE
4093.64,0.8538,1020.16,503.43,217.48,3.21,13.26,LUBRICATION_ISSUE
4120.1,0.8541,1052.07,511.59,200.33,33.59,20.51,OVERHEATING
3137.98,0.4549,725.2,318.23,149.26,-4.63,0.33,NORMAL
3752.96,0.697,942.82,449.63,184.8,36.95,26.11,OVERHEATING
3354.95,0.5355,791.67,352.09,157.72,2.63,-1.34,NORMAL
3235.54,0.4816,793.07,348.39,150.73,42.36,17.97,OVERHEATING
4116.08,0.8618,1061.09,511.92,202.5,38.23,18.21,OVERHEATING
3904.77,0.7603,949.33,453.25,188.0,-2.1,2.39,NORMAL
4347.06,0.944,1127.72,545.46,202.33,43.97,15.21,OVERHEATING
3936.18,0.7668,959.54,460.32,221.43,2.64,6.18,LUBRICATION_ISSUE
4059.18,0.836,1046.16,505.44,202.28,41.61,22.7,OVERHEATING
4175.42,0.8601,1022.98,493.78,198.35,-1.85,-1.12,NORMAL
2822.45,0.316,633.56,259.41,127.75,2.83,0.97,NORMAL
3096.07,0.4286,716.8,309.66,163.5,4.84,2.48,LUBRICATION_ISSUE
3544.3,0.629,854.18,390.35,171.82,-0.43,-2.42,NORMAL
3963.01,0.8224,991.98,473.85,198.89,0.39,-1.11,NORMAL
3186.37,0.4664,760.4,347.92,148.15,21.24,24.42,OVERHEATING
3685.76,0.6976,937.16,436.68,188.13,34.33,14.99,OVERHEATING
3615.24,0.6539,897.43,430.03,180.42,24.32,26.16,OVERHEATING
3699.39,0.6853,895.72,417.56,178.56,-0.45,-0.15,NORMAL
2921.06,0.3826,674.87,287.43,136.32,-0.76,2.06,NORMAL
3847.16,0.7451,943.27,451.0,208.41,3.84,7.34,LUBRICATION_ISSUE
3881.16,0.762,949.85,453.53,208.33,-1.39,2.78,LUBRICATION_ISSUE
3848.68,0.7337,933.75,440.38,183.64,1.11,0.79,NORMAL
3832.93,0.7384,931.46,442.5,205.58,-3.24,1.68,LUBRICATION_ISSUE
3477.38,0.5882,830.3,379.68,183.27,3.49,3.59,LUBRICATION_ISSUE
4318.56,0.9188,1108.83,547.64,205.71,41.59,27.3,OVERHEATING
3299.03,0.5209,775.38,353.3,177.01,-2.12,6.8,LUBRICATION_ISSUE
3237.46,0.4924,757.52,337.62,154.38,0.23,3.24,NORMAL
2978.65,0.3686,670.42,288.33,151.63,0.33,6.27,LUBRICATION_ISSUE
3234.84,0.4791,746.12,330.72,148.96,-3.1,1.19,NORMAL
3117.78,0.4484,719.97,314.59,147.47,-4.93,-0.35,NORMAL
3380.19,0.563,831.11,386.29,161.66,24.3,22.21,OVERHEATING
4233.5,0.8982,1052.43,514.39,220.21,1.83,4.03,LUBRICATION_ISSUE
4244.61,0.9084,1102.04,524.18,199.59,44.79,9.83,OVERHEATING
3405.77,0.5785,824.05,374.98,185.33,6.65,4.54,LUBRICATION_ISSUE
3103.75,0.4233,711.18,311.63,162.0,2.03,6.14,LUBRICATION_ISSUE
